,Q16288,Q9UM73,P06213,P52564,Q8IU85,P04629,P42345,P51617,Q15418,P78368,P48729,P51812,Q16539,P54646,Q02763,Q9HCP0,O75582,P48736,Q96GD4,P16591,P48730,P22607,Q9Y4K4,P67870,Q9HAZ1,O43293,O00444,O15530,P51957,P16234,Q9UQM7,P36507,Q9BXA7,P35968,O60674,Q9H4B4,Q86V86,Q05397,P00533,O14757,P07333,Q9Y243,P12931,O14965,Q7KZI7,P15056,Q13237,P29317,O95819,P11362,Q15759,P53778,O00311,P35916,Q05655,Q14680,P30291,Q9HBY8,P10721,Q8TDC3,O00418,P24941,Q00535,P41240,P06493,P22694,P78527,Q16644,P04049,Q96PF2,Q13131,O15111,P54619,P09619,P11309,Q9UBF8,P15735,P29376,P49841,P07948,Q06418,P30530,Q9H3Y6,P51813,O00141,Q13188,Q13976,Q12866,Q07912,Q9NWZ3,P50613,Q9P289,Q02156,P17252,P08631,P49759,Q13557,Q02750,P43405,Q05513,Q15078,Q9BWU1,P04626,P07332,P28482,P21802,Q9NR20,Q9HBH9,Q16620,P80192,P53350,P05129,P53667,P27448,P50750,P36888,Q13627,P27361,O94806,Q9UGJ0,P31749,Q00534,Q14164,Q5S007,Q9BUB5,Q14289,P52333,Q99683,O15264,P05771,Q04912,P17612,P22612,P07949,Q9Y463,P54760,Q13555,Q8NE63,Q13882,O14920,Q9UHD2,Q12851,O43781,P17948,P06241,Q9UGI9,P51451,P06239,O15075,Q96SB4,Q13554,P34947,Q08881,P49137,Q5VT25,P19784,P43403,Q14012,P29323,Q15118,P49336,P49760,P24723,Q16566,P42684,P42336,Q96RG2,Q9NYL2,Q9H2G2,O96017,Q9Y6M4,P68400,Q15139,O00329,Q04759,P08069,Q9H2X6,P31751,P42679,P11802,Q8N4C8,P08581,P00519,Q06187,Q96KB5,Q04771,P49840,P41279,P41743
Q9NR20,0.056798477,0.046069087,0.043789194,0.114520606,0.140456243,0.059829305,0.029720871,0.054375001,0.099031477,0.087308752,0.104896589,0.103331802,0.176902867,0.096928251,0.048204325,0.085526575,0.101176999,0.043973831,0.127410783,0.063879522,0.104369776,0.061448702,0.076820745,0.057838996,0.209299733,0.144464313,0.077672284,0.100145443,0.078276244,0.065887624,0.139827542,0.120822328,0.109532087,0.059437589,0.065320936,0.085132434,0.102070193,0.069622459,0.050895263,0.089655319,0.060602321,0.119165442,0.075439344,0.121482011,0.102853488,0.063127696,0.098566657,0.052255314,0.072953333,0.058864239,0.176566977,0.18140194,0.084137451,0.050547647,0.092826388,0.085301043,0.068470068,0.100424872,0.056392551,0.087780579,0.052186797,0.191446984,0.182570451,0.089925157,0.181566074,0.120355738,0.025252955,0.123157704,0.079225639,0.119361939,0.097270524,0.089539375,0.052186416,0.054330259,0.099651728,0.042868781,0.117723605,0.056915962,0.164857805,0.070193559,0.055725808,0.070666176,0.074699108,0.054830447,0.115846065,0.121338285,0.103420866,0.057011499,0.058032475,0.083892189,0.193714138,0.1447307,0.08430923,0.096532261,0.067541918,0.211352397,0.136604022,0.12785945,0.066144461,0.083625513,0.048807802,0.133470268,0.04832585,0.065433498,0.172532105,0.060637019,1.0,0.129993172,0.064106755,0.061849101,0.091691501,0.097360373,0.076963819,0.102612807,0.168303045,0.055370093,0.256690388,0.174808908,0.078420441,0.051646335,0.108418745,0.174242298,0.078950021,0.039831151,0.116102447,0.066447645,0.059479739,0.075698215,0.166895385,0.093966775,0.04159038,0.121174077,0.123185254,0.060301981,0.277247686,0.05662011,0.125762297,0.196223067,0.085293562,0.08871606,0.068873319,0.077062541,0.395531096,0.052843335,0.075736605,0.056698629,0.079874842,0.075920636,0.102879255,0.129114449,0.112878739,0.10035451,0.0613283,0.12815729,0.051944939,0.152253997,0.055604761,0.135207569,0.056821346,0.057281858,0.125774858,0.208483464,0.078937064,0.121466515,0.06058667,0.043009058,0.066523798,0.082764594,0.085245106,0.123901018,0.083937378,0.137998651,0.080645056,0.041815141,0.082393911,0.050351077,0.160227618,0.100239005,0.067621473,0.176346686,0.074670343,0.047191781,0.062386381,0.060769928,0.07842546,0.078898359,0.154897365,0.098658621,0.078085403
Q9HBH9,0.071708709,0.057001873,0.049269046,0.128832527,0.217957257,0.075427993,0.028703699,0.077669743,0.194938233,0.099196272,0.097969976,0.184485243,0.128219974,0.143958241,0.073174958,0.093128388,0.171637216,0.041376265,0.184306286,0.072302679,0.098429294,0.065853361,0.095019711,0.052097039,0.129405006,0.19266707,0.10857471,0.167644622,0.081419549,0.067676306,0.200785596,0.109579299,0.162006607,0.062280379,0.064798813,0.143263869,0.126721104,0.062074902,0.05266863,0.13587342,0.059476867,0.147685555,0.078633894,0.185448659,0.134359918,0.088311111,0.117822783,0.056632866,0.072521311,0.072148318,0.135940081,0.150148213,0.082978544,0.061730857,0.129059157,0.151960817,0.086152926,0.161259276,0.068086625,0.139219386,0.054349194,0.137844914,0.130255991,0.088607299,0.148328686,0.180727995,0.023467509,0.233667931,0.106228465,0.170196524,0.136608857,0.079654081,0.045532499,0.067902053,0.112294312,0.051138271,0.220150103,0.074492956,0.130242765,0.098473627,0.059444496,0.06683453,0.076475378,0.073907277,0.161276561,0.127727986,0.128783656,0.061926186,0.062374693,0.100978989,0.136589199,0.130205589,0.124537865,0.12896613,0.078534514,0.122628838,0.205003661,0.121486747,0.08444791,0.133112586,0.045958962,0.117428099,0.054806151,0.074215246,0.131069664,0.071773875,0.129993172,1.0,0.072976391,0.078327849,0.136207924,0.122464275,0.094973596,0.135904353,0.117273721,0.06927985,0.098802045,0.13277479,0.114183397,0.042414844,0.150311575,0.125594456,0.088298718,0.048825537,0.639122745,0.065969927,0.062838237,0.083397671,0.139872412,0.118573508,0.048289088,0.175259047,0.168862886,0.05922449,0.105493115,0.066278589,0.189914824,0.113721323,0.089874155,0.082714431,0.086650234,0.09331417,0.114197848,0.055381906,0.08202804,0.044879239,0.069338567,0.077783912,0.181137826,0.064397233,0.175632799,0.121633909,0.072066618,0.224550756,0.06992304,0.143458181,0.074080374,0.219186258,0.062600787,0.050572381,0.113755054,0.103538576,0.141432754,0.205217904,0.064585262,0.041473305,0.072692298,0.085387019,0.082304643,0.175506784,0.100824521,0.124615485,0.11363015,0.040481364,0.12028342,0.053229882,0.080140731,0.153579218,0.085866855,0.119223974,0.064715668,0.048732318,0.07018296,0.067695818,0.093529173,0.083598585,0.120691444,0.119236809,0.132206287
Q16620,0.533977734,0.127924858,0.144594526,0.077291724,0.07866144,0.466421802,0.033259416,0.082215965,0.086566692,0.055183928,0.063607883,0.075970914,0.084054685,0.076271694,0.139666665,0.060856315,0.080690067,0.047616445,0.107442997,0.141911908,0.062549627,0.186908266,0.049979535,0.038784164,0.060511814,0.069760061,0.055468277,0.07282914,0.066347881,0.141446565,0.059098049,0.078426429,0.08445964,0.1220185,0.124932567,0.071830018,0.080767401,0.13296055,0.106159045,0.082266756,0.149495265,0.072386425,0.152015443,0.10070887,0.062303052,0.102457481,0.070060137,0.146736669,0.045888324,0.181002085,0.083297566,0.081777612,0.044544164,0.122683812,0.082044349,0.071454229,0.066014718,0.076348554,0.146415269,0.059577092,0.047809137,0.100536462,0.100807208,0.155717126,0.098318607,0.080529575,0.026900628,0.077287944,0.108588919,0.082627538,0.073717033,0.068381142,0.042165136,0.143207226,0.070132684,0.054476343,0.067378296,0.157298915,0.074147909,0.163653624,0.159295807,0.160316123,0.174366939,0.170362328,0.081862477,0.075620627,0.077574616,0.142211097,0.102326638,0.117444783,0.083364431,0.102504123,0.074375762,0.085186634,0.161444954,0.064456157,0.059797617,0.087599719,0.147005305,0.070499751,0.043956352,0.060382858,0.103361662,0.147311552,0.085608116,0.18432692,0.064106755,0.072976391,1.0,0.079433942,0.073517797,0.083715379,0.101613833,0.064028878,0.086473453,0.136854004,0.059398793,0.080961803,0.077024479,0.042436118,0.073271295,0.102327079,0.059313135,0.04808276,0.060103526,0.129883035,0.11498001,0.067817657,0.085443523,0.081540655,0.118067582,0.078176861,0.078559393,0.145816859,0.063341408,0.141684065,0.05761717,0.051942174,0.166954238,0.052469486,0.055463581,0.055120676,0.071260437,0.13142782,0.158144267,0.051549082,0.15565528,0.168835864,0.077202989,0.048966844,0.055199327,0.068564548,0.16902056,0.07801123,0.039011839,0.0691832,0.144755115,0.076323029,0.143725203,0.043776603,0.064867385,0.054909089,0.075399778,0.062870517,0.120513395,0.048200365,0.065357196,0.082061191,0.055219046,0.082241678,0.058961213,0.067512893,0.073716787,0.047424391,0.090429945,0.156328701,0.046671236,0.072453274,0.156677753,0.088365202,0.04293822,0.126200744,0.129082649,0.15840416,0.071965937,0.095697908,0.067981192,0.084190471,0.067263943
P80192,0.07328218,0.064194736,0.064167635,0.085729701,0.082008258,0.08246273,0.035914845,0.088367536,0.098403542,0.063291265,0.064893442,0.089340414,0.091751655,0.090139486,0.072135052,0.066256124,0.08511617,0.046984556,0.084409361,0.089260313,0.071109084,0.093905389,0.086367662,0.035851292,0.066579712,0.087525617,0.088055306,0.075383455,0.099276646,0.070854521,0.084794858,0.091154336,0.071608717,0.066763583,0.067712586,0.083596721,0.078479995,0.098788722,0.080321985,0.090205219,0.065452026,0.084226668,0.121530415,0.084656636,0.097287655,0.086100708,0.062207878,0.07957377,0.0917181,0.092883588,0.08805467,0.08761286,0.054693137,0.070318079,0.067488945,0.091626215,0.070106196,0.081217302,0.068431261,0.110515549,0.052104876,0.086396317,0.083658492,0.117184957,0.093592979,0.083671666,0.03133325,0.092019041,0.09485439,0.070700714,0.091312591,0.077805656,0.031912078,0.072955612,0.071708892,0.048180242,0.073825922,0.085207403,0.081975563,0.111557037,0.07675137,0.075228422,0.115704105,0.082493171,0.080431487,0.086616353,0.064669946,0.074296071,0.125228097,0.091976092,0.082473186,0.101260862,0.070161217,0.079934921,0.122487956,0.066529624,0.085521908,0.091846219,0.093117717,0.07124211,0.04131129,0.088180164,0.085691799,0.090879797,0.079263859,0.090377332,0.061849101,0.078327849,0.079433942,1.0,0.072306244,0.083122557,0.080494479,0.094998109,0.076252497,0.073689817,0.072522352,0.086462444,0.06663823,0.049849122,0.087445603,0.092691522,0.074361902,0.050916791,0.071657806,0.088161313,0.068990764,0.062934392,0.090615486,0.077891202,0.073275457,0.08339209,0.085711604,0.07209732,0.073873101,0.081031475,0.088229285,0.071651674,0.116948021,0.086847505,0.067761576,0.090183604,0.065525227,0.067528915,0.11132388,0.043989476,0.109431977,0.109210499,0.066858477,0.051002314,0.094435904,0.065004812,0.111601747,0.090963339,0.059992164,0.061765891,0.100464912,0.088545355,0.083651142,0.039027203,0.084368147,0.061312405,0.070251824,0.089818271,0.121499964,0.036594838,0.046970944,0.158721877,0.077048992,0.077285046,0.066492938,0.068165274,0.06531613,0.043180379,0.070602148,0.065269243,0.07348962,0.092207994,0.106811704,0.092529465,0.098959314,0.064604106,0.138907439,0.092056223,0.095655807,0.080143714,0.080416867,0.081466937,0.072881842
P53350,0.076783574,0.057855209,0.054734868,0.112413122,0.165733067,0.066552907,0.030452773,0.090829509,0.150622671,0.082581778,0.070838907,0.149012517,0.133529583,0.149549832,0.052137769,0.073986081,0.126436323,0.057031371,0.174076389,0.067981165,0.075571913,0.079091469,0.103580922,0.03682557,0.099485488,0.155741499,0.156159432,0.15810197,0.108622672,0.064857808,0.148446453,0.116555537,0.168184032,0.075822259,0.0613246,0.389298768,0.119729897,0.086101077,0.058382589,0.149256846,0.062702467,0.131076031,0.086995469,0.176471428,0.138247998,0.093835398,0.113875891,0.066061754,0.073702982,0.090765669,0.133397014,0.137691154,0.071876435,0.064901273,0.107713435,0.138134619,0.068854926,0.136203316,0.064645759,0.125983648,0.058968559,0.12118493,0.128212693,0.084539437,0.114833127,0.158784463,0.027558901,0.139063363,0.098774899,0.15524296,0.149401071,0.102814211,0.048905182,0.06305829,0.099131117,0.056987824,0.170407249,0.064529704,0.120013196,0.088253753,0.07316607,0.073777605,0.096935454,0.06655094,0.147107178,0.143730229,0.122334599,0.068388801,0.062848778,0.092246496,0.138674432,0.139812429,0.110986155,0.117121821,0.082392942,0.096027808,0.148551486,0.116670626,0.065150077,0.127147284,0.049261088,0.102962793,0.059819562,0.06366157,0.143758947,0.081938984,0.091691501,0.136207924,0.073517797,0.072306244,1.0,0.116226915,0.093349479,0.134242346,0.115682692,0.054696774,0.068481319,0.143429518,0.083210652,0.053097904,0.145866796,0.105442359,0.104788096,0.043181121,0.118489777,0.08279463,0.061018653,0.090187527,0.133529625,0.108578861,0.057852475,0.160269802,0.16204049,0.069780368,0.075132948,0.061549315,0.141746676,0.083881889,0.114252956,0.108963183,0.0941428,0.113365749,0.08675631,0.064670826,0.085877018,0.046269306,0.0853688,0.075713146,0.112841649,0.06799215,0.131562983,0.099477745,0.067125691,0.141296388,0.072800663,0.103790515,0.068305495,0.144240987,0.067728596,0.060897473,0.104932053,0.09006846,0.109263957,0.135154383,0.062140819,0.048874808,0.074984192,0.081199809,0.085003426,0.132406021,0.077251038,0.106706276,0.083080986,0.050349914,0.12090078,0.059728812,0.062964939,0.147389125,0.084572351,0.100649786,0.076109818,0.048811737,0.060419368,0.06646616,0.089649812,0.064608495,0.117580208,0.110421794,0.127158937
P05129,0.0801113,0.060236605,0.062910158,0.105214827,0.150205072,0.091954511,0.033124448,0.091150107,0.190898463,0.078659155,0.067626512,0.185994536,0.094182337,0.12402759,0.080670717,0.078984745,0.163711616,0.044426517,0.159243274,0.077358022,0.073030625,0.097557692,0.087865271,0.052298152,0.079850744,0.117137275,0.087093556,0.1562416,0.080126015,0.067048152,0.110814105,0.110443607,0.129073293,0.064920861,0.070477051,0.120006105,0.12195661,0.071872853,0.079455071,0.111468148,0.068508643,0.269530125,0.09605287,0.154547087,0.110573277,0.109159674,0.153269622,0.081675085,0.060488661,0.09204341,0.099136572,0.100356777,0.060897579,0.067762801,0.370203076,0.102002614,0.075514775,0.267199754,0.066165564,0.103896156,0.043584231,0.120870985,0.105017703,0.100875807,0.104583472,0.228656203,0.028229687,0.119559742,0.108025479,0.128935088,0.122470197,0.077011415,0.044507596,0.069615238,0.106134113,0.056943747,0.120595249,0.073997716,0.107921472,0.110182696,0.084831748,0.082166776,0.113247432,0.097180961,0.274508156,0.092299945,0.175655439,0.078281171,0.069124623,0.098124044,0.090257862,0.115846977,0.398309257,0.737601033,0.09355429,0.068494235,0.109362885,0.108499853,0.09162501,0.303039926,0.038835797,0.071914336,0.07331999,0.07969861,0.096537017,0.088880717,0.097360373,0.122464275,0.083715379,0.083122557,0.116226915,1.0,0.106958865,0.106903573,0.087265129,0.068891375,0.079416124,0.09428384,0.154980961,0.054991894,0.261024038,0.098045421,0.069204514,0.045159954,0.11563501,0.076381641,0.07840652,0.081730782,0.091447298,0.698996648,0.067562951,0.227482507,0.217021821,0.068788699,0.0948657,0.076429163,0.102853731,0.085145762,0.09853226,0.077616039,0.065842119,0.087299366,0.104614881,0.068362994,0.097543603,0.052924438,0.093822396,0.099143675,0.123583241,0.056496844,0.092276173,0.168790539,0.091433996,0.117872142,0.094160774,0.095994355,0.104121956,0.149567815,0.072099817,0.052791674,0.07873238,0.075314655,0.373512655,0.121246886,0.073303088,0.039919669,0.07717796,0.075515971,0.05653303,0.115021347,0.06916941,0.09919761,0.157611562,0.053807201,0.36136787,0.065835425,0.064336421,0.268153109,0.100126075,0.097873374,0.05710734,0.060784453,0.073928179,0.097730448,0.067952159,0.07986279,0.102261185,0.085645497,0.309258842
P53667,0.108579338,0.069752737,0.079969604,0.10386784,0.097539233,0.10519447,0.033001838,0.091564937,0.092277664,0.066968697,0.075445015,0.091272886,0.099102687,0.096654436,0.092461245,0.063960146,0.095562557,0.046176522,0.114753674,0.119389586,0.062693868,0.122082289,0.068617134,0.042194149,0.074326808,0.091587786,0.070294856,0.104440621,0.076898948,0.083013478,0.071611972,0.120820779,0.086212276,0.075981186,0.097276205,0.087862425,0.08654906,0.095254209,0.088651355,0.086308437,0.090992128,0.118968391,0.14544081,0.128992492,0.091860708,0.12389621,0.089070442,0.119195042,0.073798429,0.112720991,0.100935699,0.105059283,0.052927842,0.084056605,0.101941538,0.079375505,0.085226662,0.113966299,0.089805847,0.094693123,0.051187041,0.13261178,0.116453536,0.146843004,0.126262853,0.099383644,0.026829244,0.112564883,0.132562954,0.093279779,0.099154381,0.076382783,0.03900736,0.08496388,0.107099073,0.046056636,0.085681068,0.093210016,0.09914882,0.126239765,0.110860121,0.123067532,0.138367899,0.11559555,0.112006866,0.120731028,0.084632127,0.1012982,0.074790661,0.127284733,0.10826967,0.12665065,0.094274954,0.110449505,0.141642211,0.077826698,0.067284956,0.11205086,0.104137763,0.098118975,0.049226313,0.078534973,0.084010211,0.111986582,0.095232595,0.115352968,0.076963819,0.094973596,0.101613833,0.080494479,0.093349479,0.106958865,1.0,0.092964836,0.100054902,0.089393473,0.068546849,0.09741008,0.100726236,0.051333052,0.104908466,0.108266811,0.058409769,0.051764875,0.085035079,0.100878842,0.110407168,0.067960191,0.093244761,0.104053622,0.096718386,0.103319747,0.108438569,0.106694928,0.070687675,0.118073938,0.061797034,0.077651383,0.129874169,0.068270135,0.055924803,0.07627554,0.0927177,0.0806559,0.134241362,0.046576172,0.128126963,0.129593874,0.105783429,0.054360082,0.056554431,0.085149998,0.112790839,0.100110834,0.044228317,0.091106136,0.115718434,0.104280594,0.112146595,0.045954622,0.083794598,0.068543626,0.099077869,0.094983449,0.090512731,0.04954803,0.067070138,0.089574019,0.069761779,0.085429717,0.065321656,0.082570241,0.099367799,0.044212934,0.113250167,0.083813734,0.053247349,0.116608295,0.128698389,0.09780978,0.067214053,0.098525212,0.096499088,0.113667741,0.102268035,0.10808681,0.101611583,0.100808897,0.104917925
P27448,0.069537866,0.057573753,0.055423616,0.10786627,0.189841212,0.059531742,0.029206427,0.070229357,0.13044416,0.092160295,0.092366618,0.121381488,0.117547121,0.235731307,0.059836973,0.097838846,0.131124389,0.04390338,0.163731372,0.081508351,0.09461168,0.079929286,0.106447059,0.038742856,0.090099167,0.16307497,0.13846548,0.144188772,0.122849009,0.058747301,0.165430122,0.098924805,0.202296894,0.056330494,0.063764851,0.139760231,0.140459207,0.083447249,0.071473795,0.162218819,0.05382675,0.157473583,0.099905261,0.16843186,0.631349369,0.083956061,0.112456008,0.069552146,0.084052344,0.086458586,0.10688659,0.11902905,0.071293723,0.056027545,0.113831218,0.239296441,0.068666882,0.14049775,0.053726784,0.231867427,0.048307601,0.15147608,0.128719876,0.114532381,0.140378112,0.178160776,0.025063395,0.147830349,0.086087623,0.201365695,0.232598124,0.106140611,0.03642131,0.05736854,0.134838646,0.05185912,0.169110561,0.05919878,0.109740872,0.104785472,0.065257756,0.074058978,0.087918703,0.095012732,0.139356217,0.126070603,0.11731672,0.063336031,0.087560025,0.087067636,0.115193539,0.12750408,0.121428834,0.111607726,0.101010498,0.097771798,0.161248784,0.104124234,0.074339031,0.12140948,0.046227476,0.112783336,0.06637973,0.076760716,0.11092108,0.081559832,0.102612807,0.135904353,0.064028878,0.094998109,0.134242346,0.106903573,0.092964836,1.0,0.128320095,0.055652561,0.08956088,0.105951753,0.088794319,0.043523325,0.155744082,0.114036419,0.104731592,0.052424356,0.135463133,0.068035953,0.061614057,0.077934177,0.104984668,0.107665063,0.056738583,0.186048791,0.183307695,0.070218204,0.0954573,0.065160118,0.164302965,0.09157203,0.08801277,0.108035063,0.10075935,0.098771086,0.08364094,0.060604001,0.106560726,0.03455458,0.10106217,0.097157016,0.128726632,0.068507761,0.162815967,0.100965573,0.077589493,0.132661752,0.080726638,0.122990993,0.079381497,0.176356948,0.069018426,0.041811924,0.11413014,0.083051025,0.129369601,0.167157329,0.093674739,0.036896961,0.088945169,0.107440582,0.099052871,0.141816863,0.101498463,0.114739576,0.090008905,0.038700656,0.114975189,0.053136724,0.066533669,0.155869077,0.097757776,0.098284787,0.089909859,0.0557343,0.096976785,0.081890042,0.083582498,0.078849635,0.094702661,0.10227895,0.126377471
P50750,0.082227237,0.056649396,0.060506781,0.114818683,0.141319899,0.090525776,0.029811908,0.085482971,0.101775183,0.104740773,0.120223085,0.098026691,0.238635397,0.136175502,0.07378538,0.099063879,0.098428393,0.041292147,0.16313082,0.09200811,0.110853892,0.097371179,0.10698382,0.046533961,0.136754712,0.143917963,0.10220788,0.118408677,0.111709096,0.082646334,0.144683606,0.139556675,0.13031278,0.071543304,0.078835202,0.126125423,0.120896911,0.071224094,0.068492236,0.143688519,0.069680926,0.137910698,0.113705333,0.144407536,0.120356863,0.085402824,0.10063709,0.075815812,0.090559471,0.093469366,0.233387653,0.247730685,0.108124816,0.0733017,0.09796911,0.120241104,0.084905866,0.11837202,0.066924106,0.101043131,0.042794676,0.341002041,0.343095672,0.117066239,0.356288158,0.126354943,0.02354676,0.144444859,0.090339123,0.129454175,0.141638081,0.096385546,0.056034629,0.078253942,0.10647742,0.040030146,0.156567716,0.07425717,0.193596442,0.120657382,0.079169187,0.081388107,0.099361989,0.077439616,0.121318567,0.144871208,0.09407418,0.076845714,0.074587362,0.120849663,0.312877386,0.153667018,0.093076322,0.09482115,0.104018471,0.140307698,0.147208913,0.14511409,0.089793263,0.106240834,0.050828082,0.240815264,0.064494463,0.094303022,0.233051533,0.098194198,0.168303045,0.117273721,0.086473453,0.076252497,0.115682692,0.087265129,0.100054902,0.128320095,1.0,0.081468296,0.11597128,0.230139474,0.087956882,0.043172247,0.131004272,0.304511482,0.098176248,0.04181045,0.113947815,0.069930601,0.073185703,0.087078379,0.238221979,0.089528357,0.059356277,0.13706998,0.138635877,0.072334066,0.131549736,0.081754597,0.137246373,0.12604413,0.108564453,0.092488021,0.097199544,0.103577695,0.160368697,0.078552646,0.105468199,0.056157984,0.110352706,0.112461634,0.105662164,0.073228709,0.122876453,0.115021937,0.089909421,0.130621803,0.058141113,0.199359422,0.095392043,0.139056524,0.081190184,0.057151454,0.240485606,0.136509496,0.095665902,0.134608099,0.074338919,0.044408055,0.06859865,0.084228867,0.096281344,0.142315652,0.099607664,0.188028314,0.092926775,0.044794598,0.109401208,0.061914795,0.09978037,0.133817787,0.114292367,0.282058078,0.08691977,0.056835147,0.081047471,0.09150301,0.0905662,0.117371786,0.180684861,0.098732012,0.105113956
P36888,0.13042724,0.101010881,0.108662697,0.082362234,0.078432258,0.145901985,0.033495321,0.063144485,0.078884673,0.046950286,0.051664686,0.072924646,0.082660216,0.06089606,0.141173651,0.050347054,0.062884908,0.0495963,0.066572956,0.138660109,0.053318197,0.193129191,0.048242044,0.036436739,0.06377711,0.064639806,0.057989285,0.06814936,0.052684804,0.243420266,0.055915902,0.071073934,0.073751586,0.192554065,0.101612225,0.057999212,0.062551891,0.117560049,0.108678925,0.06544331,0.267734387,0.064009917,0.136297494,0.074116902,0.056855408,0.091226893,0.073970391,0.118284628,0.045489646,0.191199286,0.076488312,0.073123241,0.046027986,0.185820507,0.085398955,0.0621768,0.05571028,0.066643196,0.273063984,0.044759571,0.049898927,0.07848297,0.086807452,0.152159674,0.076779834,0.077739136,0.028608381,0.052074355,0.089708706,0.070893006,0.063695845,0.055959045,0.042571656,0.232382869,0.054758081,0.047700573,0.058185963,0.126093906,0.061989894,0.146264791,0.134193032,0.126668897,0.137874928,0.134272713,0.065858913,0.070923205,0.074926975,0.124199329,0.079698114,0.08911799,0.083894214,0.071765449,0.076455879,0.079126894,0.150829174,0.058785623,0.055360793,0.071494444,0.123980107,0.069864715,0.036992267,0.069499736,0.113020333,0.127331834,0.078355583,0.205857051,0.055370093,0.06927985,0.136854004,0.073689817,0.054696774,0.068891375,0.089393473,0.055652561,0.081468296,1.0,0.049116294,0.080147177,0.074494083,0.032350877,0.072411909,0.089210698,0.052686307,0.047129178,0.065599252,0.108966826,0.098700832,0.072139803,0.085505711,0.077221641,0.103792089,0.074068962,0.06951976,0.161163558,0.048621425,0.106975575,0.055721023,0.048293394,0.144296525,0.056685926,0.043638395,0.045723741,0.061760217,0.192741589,0.142628385,0.044193054,0.143301043,0.150102526,0.066371982,0.043346004,0.048890261,0.07313514,0.131102971,0.059851918,0.035649892,0.070580419,0.124176001,0.078984778,0.111477407,0.036456186,0.065287646,0.049216786,0.077350292,0.054475236,0.110509297,0.049533554,0.055570397,0.071461461,0.044917721,0.070188238,0.049441378,0.063093017,0.074381877,0.05137788,0.091705183,0.113548427,0.042649002,0.06578039,0.146625756,0.079804289,0.045573319,0.109831609,0.114630766,0.138323793,0.070602251,0.079543397,0.060083761,0.063651901,0.066118867
